instance algorithm localsearch alpha beta rho ants q0 rasrank elitistants nnls dlb val
125 eas 2 1.99 8.9 0.58 53 NA NA 293 49 0 33263175
125 as 1 1.71 7.58 0.56 53 NA NA NA 13 0 33831215
125 as 0 4.85 5.34 0.71 94 NA NA NA NA NA 39437834
125 ras 0 0.77 3.08 0.03 63 NA 65 NA NA NA 42096211
125 ras 3 2.77 5.6 0.3 35 NA 33 NA 26 0 33115745
125 as 0 4.5 2.05 0.74 44 NA NA NA NA NA 40738040
125 as 3 0.92 9.29 0.78 83 NA NA NA 14 0 33265777
125 acs 1 2.31 4.93 0.11 58 0.88 NA NA 43 1 33618664
125 mmas 2 1.76 4.86 0.74 64 NA NA NA 47 0 33148280
125 mmas 2 0.23 9.03 0.9 17 NA NA NA 16 1 33837831
125 as 0 4.77 5.93 0.76 93 NA NA NA NA NA 39476462
125 eas 2 0.65 3.13 0.35 96 NA NA 187 18 0 33824256
125 mmas 3 3.25 3.27 0.95 96 NA NA NA 43 0 33380488
125 mmas 0 0.9 2.79 0.01 10 NA NA NA NA NA 51583494
125 eas 1 2.39 3.39 0.95 23 NA NA 720 18 1 34995119
125 acs 0 3.56 3.78 0.12 7 0.45 NA NA NA NA 41548817
125 mmas 1 1.81 9.9 0.44 73 NA NA NA 43 1 33410369
125 as 1 1.36 2.62 0.89 77 NA NA NA 37 0 33884422
125 eas 3 1.61 3.1 0.27 71 NA NA 272 7 0 33119809
125 as 3 1.48 3.26 0.66 46 NA NA NA 46 1 33196538
125 mmas 3 1.89 2.75 0.5 34 NA NA NA 40 1 33000587
125 acs 3 4.45 3.35 0.33 95 0.85 NA NA 7 1 33033495
125 mmas 1 0.67 3.56 0.88 8 NA NA NA 25 1 33908567
125 acs 2 4.57 0.55 0.52 77 0.3 NA NA 17 0 33530763
125 mmas 0 3.53 2.04 0.72 17 NA NA NA NA NA 52424891
125 acs 1 3.19 4.63 0.28 26 0.97 NA NA 41 1 33354022
125 as 0 3.2 3.26 0.28 34 NA NA NA NA NA 39171054
125 ras 1 3.97 4.79 0.31 9 NA 7 NA 25 0 32925749
125 acs 3 4.13 0.61 0.61 19 0.51 NA NA 12 1 32652612
125 eas 0 0.24 9.13 0.77 51 NA NA 224 NA NA 39740652
125 acs 1 3.3 5.79 0.55 74 0.23 NA NA 35 1 33695597
125 as 1 1.91 6.82 0.19 87 NA NA NA 23 0 33732434
125 as 1 3.35 4.32 0.81 67 NA NA NA 41 1 33344012
125 as 2 0.12 8.96 0.45 86 NA NA NA 37 1 33891932
125 acs 1 0.7 1.44 0.01 83 0.07 NA NA 5 1 35998034
125 as 3 2.45 0.76 0.65 49 NA NA NA 43 0 33188011
125 as 0 0.36 3.41 0.06 51 NA NA NA NA NA 45277313
125 ras 2 0.53 8.55 0.41 96 NA 60 NA 6 1 34333246
125 ras 3 0.54 7.69 0.24 33 NA 71 NA 13 1 33414716
125 eas 1 1.92 4.64 0.62 46 NA NA 94 7 0 33242101
125 eas 2 1.23 4.37 0.3 27 NA NA 594 35 1 32939488
125 ras 1 2.55 2.38 0.72 7 NA 87 NA 45 0 34255501
125 mmas 3 4.56 1.49 0.99 82 NA NA NA 34 1 33433997
125 mmas 1 4.4 4.84 0.6 61 NA NA NA 37 1 33530213
125 ras 0 1.68 2.56 0.06 20 NA 74 NA NA NA 43139001
125 mmas 1 1.53 0.33 0.11 99 NA NA NA 43 0 34932297
125 as 3 2.06 5.99 0.33 21 NA NA NA 30 0 33176883
125 eas 2 3.84 8.73 0.83 41 NA NA 123 13 0 33001325
125 ras 0 0.32 4.37 0.61 90 NA 60 NA NA NA 42529299
125 mmas 3 3.59 2.44 0.75 44 NA NA NA 43 1 33322155
125 ras 0 0.43 4.41 0.46 28 NA 44 NA NA NA 42085000
125 as 0 0.08 5.42 0.93 47 NA NA NA NA NA 42333205
125 mmas 0 3.91 2.66 0.76 20 NA NA NA NA NA 49443240
125 eas 0 3.31 8.77 0.41 31 NA NA 32 NA NA 38659907
125 as 2 0.58 1.65 0.83 88 NA NA NA 17 1 34421912
125 mmas 3 4.91 5.29 0.29 48 NA NA NA 35 0 33364090
125 acs 1 1.8 3.67 0.62 85 0.87 NA NA 21 0 33706990
125 ras 1 2.57 8.8 0.98 52 NA 20 NA 5 1 34177929
125 acs 1 3.63 2.14 0.33 54 0.84 NA NA 26 1 33123369
125 ras 3 0.05 6.56 0.7 37 NA 29 NA 24 0 33435921
125 as 1 4.35 6.41 0.99 95 NA NA NA 46 0 33523929
125 acs 1 1.18 4.08 0.72 49 0.99 NA NA 45 1 32921119
125 acs 3 0.45 2.44 0.99 52 0.58 NA NA 50 1 33375421
125 ras 0 1.07 5.42 0.41 19 NA 41 NA NA NA 40191272
125 acs 2 4.77 2.98 0.96 86 0.43 NA NA 32 1 33232618
125 eas 0 0.57 4.42 0.49 31 NA NA 108 NA NA 40512041
125 ras 3 3.66 2.01 0.96 66 NA 86 NA 16 0 33047672
125 as 3 4.91 9.08 0.87 72 NA NA NA 8 0 33013260
125 acs 2 3.12 8.86 0.1 90 0.1 NA NA 24 1 33684539
125 as 1 0.55 3.91 0.41 39 NA NA NA 16 0 34361655
125 mmas 3 2.43 2.61 0.54 99 NA NA NA 6 0 33208849
125 as 1 4.06 8.76 0.44 80 NA NA NA 25 1 33631725
125 acs 3 2.16 7.08 0.97 49 0.97 NA NA 49 1 33043039
125 acs 2 4.33 7.39 0.41 46 0.76 NA NA 31 0 33024701
125 mmas 1 3.48 8.61 0.23 39 NA NA NA 9 1 33085110
125 eas 3 0.51 1.01 0.52 13 NA NA 547 31 0 33450614
125 ras 0 1.8 5.01 0.51 86 NA 81 NA NA NA 38972846
125 acs 3 4.95 6.84 0.32 8 0.07 NA NA 17 1 32780110
125 ras 0 3.32 0.25 0.11 94 NA 74 NA NA NA 63269807
125 as 1 0.94 8.98 0.32 27 NA NA NA 33 1 34195709
125 ras 1 3.2 7.14 0.53 39 NA 64 NA 34 1 33465692
125 as 0 1.81 6.06 0.3 61 NA NA NA NA NA 38575414
125 acs 1 1.03 9.41 0.53 43 0.03 NA NA 21 0 33752384
125 acs 1 3.51 6.22 0.45 78 0.46 NA NA 46 0 33529006
125 eas 3 0.9 6.5 0.07 27 NA NA 33 18 0 33265293
125 ras 1 4.45 5.51 0.41 25 NA 88 NA 27 0 33264010
125 mmas 3 0.54 0.34 0.26 71 NA NA NA 12 0 33519895
125 ras 0 1.35 1.91 0.13 93 NA 34 NA NA NA 42477408
125 mmas 0 0.86 1.81 0.35 100 NA NA NA NA NA 46458755
125 eas 1 1.8 4.86 0.7 48 NA NA 342 23 0 33248306
125 eas 2 3.79 2.45 0.66 64 NA NA 326 28 0 33524184
125 eas 0 3.47 9.16 0.33 72 NA NA 743 NA NA 40141559
125 eas 3 2.94 0.11 0.36 48 NA NA 359 21 1 33042617
125 as 0 3.25 7.18 0.06 26 NA NA NA NA NA 38149014
125 acs 0 4.54 5.73 0.6 62 0.06 NA NA NA NA 41325152
125 as 3 1.25 8.55 0.14 67 NA NA NA 46 1 33273373
125 as 1 0.98 0.95 0.53 66 NA NA NA 49 0 34562657
125 mmas 2 4.21 3.49 1.0 27 NA NA NA 39 0 34185946
125 as 0 3.01 2.07 0.85 63 NA NA NA NA NA 40049139
125 as 3 4.2 3.29 0.81 94 NA NA NA 29 0 33095574
125 ras 3 3.01 6.67 0.1 20 NA 22 NA 39 0 33162258
125 eas 1 4.66 0.93 0.77 77 NA NA 112 29 0 34051766
125 ras 2 3.37 7.67 0.73 45 NA 48 NA 35 0 33199923
125 ras 3 0.66 9.74 0.83 61 NA 11 NA 18 1 33357947
125 as 3 4.43 8.53 0.13 63 NA NA NA 27 0 33152345
125 ras 3 3.39 9.77 0.45 14 NA 92 NA 38 0 33042057
125 mmas 2 0.02 7.44 0.54 6 NA NA NA 29 1 34100653
125 as 1 1.54 4.58 0.65 85 NA NA NA 39 0 33829455
125 mmas 0 0.42 3.95 0.15 48 NA NA NA NA NA 44496534
125 acs 2 3.47 8.32 0.1 100 0.59 NA NA 43 0 33580238
125 ras 2 2.46 0.49 0.7 52 NA 3 NA 35 1 33379801
125 eas 0 2.45 9.5 0.2 81 NA NA 15 NA NA 38381338
125 as 1 2.87 8.82 0.19 95 NA NA NA 30 0 33794284
125 acs 2 2.21 0.89 1.0 22 0.23 NA NA 38 0 32991396
125 as 0 1.09 2.95 0.22 42 NA NA NA NA NA 40032085
125 acs 2 0.38 0.38 0.6 85 0.73 NA NA 46 1 34337630
125 as 0 0.12 4.94 0.91 83 NA NA NA NA NA 43265846
125 ras 3 0.93 9.62 0.94 55 NA 64 NA 50 1 33340036
125 as 2 4.19 4.72 0.56 22 NA NA NA 40 1 33034937
125 eas 1 0.57 4.62 0.93 94 NA NA 335 28 0 34106124
125 ras 0 2.08 8.59 0.68 53 NA 52 NA NA NA 38999651
125 mmas 2 0.8 4.37 0.24 42 NA NA NA 6 0 34036423
125 ras 2 1.7 4.05 0.66 18 NA 78 NA 29 1 33417972
125 mmas 3 2.34 2.78 0.49 60 NA NA NA 35 0 33290836
125 ras 0 1.27 3.13 0.57 100 NA 31 NA NA NA 40087159
125 ras 0 0.54 0.06 0.75 79 NA 26 NA NA NA 79610191
125 eas 0 2.94 9.7 0.38 32 NA NA 134 NA NA 39353904
125 as 2 1.17 2.99 0.16 47 NA NA NA 50 1 33865318
125 as 1 3.07 8.72 0.52 95 NA NA NA 23 0 33713879
125 eas 2 2.83 9.76 0.85 48 NA NA 387 6 0 33408323
125 as 2 2.5 8.09 0.77 73 NA NA NA 36 1 33508957
125 acs 2 1.41 4.26 0.39 25 0.63 NA NA 37 1 32875244
125 mmas 0 2.81 5.24 0.75 64 NA NA NA NA NA 41788473
125 ras 2 1.85 0.83 0.16 9 NA 91 NA 15 1 33329332
125 mmas 1 3.34 7.91 0.02 54 NA NA NA 48 0 34087439
125 ras 1 1.13 1.46 0.78 64 NA 88 NA 23 0 34215694
125 as 0 0.9 8.09 0.29 31 NA NA NA NA NA 38981058
125 acs 0 4.55 0.07 0.2 44 0.05 NA NA NA NA 73018677
125 as 0 0.19 3.97 0.45 83 NA NA NA NA NA 44527599
125 as 2 1.49 0.26 0.43 57 NA NA NA 45 0 33737062
125 acs 3 1.73 8.08 0.7 17 0.35 NA NA 15 0 33057701
125 ras 2 4.34 8.69 0.74 66 NA 32 NA 8 0 33219604
125 as 1 5.0 5.49 0.58 9 NA NA NA 26 1 33304614
125 eas 1 4.36 5.16 0.43 79 NA NA 398 30 0 33461901
125 ras 1 1.83 4.63 0.27 28 NA 40 NA 15 1 33741928
125 as 0 0.71 3.65 0.58 67 NA NA NA NA NA 41676776
125 eas 1 0.54 3.91 0.8 29 NA NA 548 48 1 34112582
125 mmas 1 4.27 2.02 0.85 70 NA NA NA 6 1 35103040
125 acs 1 2.43 0.04 0.53 56 0.66 NA NA 20 1 33477503
125 eas 1 0.38 8.97 0.38 42 NA NA 643 37 0 34063426
125 acs 0 0.21 1.98 0.51 47 0.4 NA NA NA NA 48460841
125 as 2 2.11 9.44 0.64 97 NA NA NA 35 1 33529842
125 acs 3 0.99 0.69 0.39 26 0.92 NA NA 40 0 33245319
125 eas 1 3.24 0.14 0.84 67 NA NA 369 43 0 33879475
125 acs 2 4.58 7.59 0.79 81 0.19 NA NA 22 1 33048253
125 eas 1 2.9 8.1 0.58 42 NA NA 606 35 0 33217462
125 as 0 3.8 9.53 0.03 91 NA NA NA NA NA 38552471
125 ras 0 1.4 2.54 0.66 67 NA 26 NA NA NA 40800761
125 ras 1 4.97 5.37 0.17 82 NA 99 NA 18 1 33496123
125 acs 2 2.57 6.73 0.96 34 0.63 NA NA 32 0 32899352
125 mmas 3 0.82 1.5 0.5 72 NA NA NA 48 0 33583853
125 acs 2 3.2 0.38 0.15 80 0.39 NA NA 18 1 33985574
125 acs 1 4.58 4.46 0.16 5 0.2 NA NA 27 0 32858291
125 acs 3 4.98 8.81 0.17 43 0.56 NA NA 12 0 32838078
125 eas 1 1.8 7.09 0.85 69 NA NA 361 49 1 33047500
125 acs 1 3.45 0.09 0.87 47 0.49 NA NA 30 1 33444712
125 ras 3 1.73 5.06 0.15 22 NA 39 NA 16 0 33089223
125 mmas 1 0.1 5.53 0.15 92 NA NA NA 7 1 34892017
125 eas 0 2.68 7.89 0.12 28 NA NA 654 NA NA 40502451
125 eas 0 2.29 6.77 0.32 66 NA NA 618 NA NA 40390939
125 acs 2 1.3 6.78 0.71 48 0.18 NA NA 8 1 33378054
125 ras 1 1.9 4.78 0.08 73 NA 22 NA 37 0 33808727
125 as 0 2.01 3.2 0.84 55 NA NA NA NA NA 39338552
125 as 0 3.01 4.52 0.04 81 NA NA NA NA NA 37858820
125 mmas 2 0.17 8.31 0.64 63 NA NA NA 37 0 33682951
125 acs 0 3.5 6.25 0.9 22 0.06 NA NA NA NA 41782728
125 acs 2 1.78 4.49 0.78 90 0.02 NA NA 38 0 33563532
125 eas 2 1.17 3.28 0.25 28 NA NA 335 11 0 33492352
125 mmas 1 0.23 7.17 0.1 96 NA NA NA 30 1 34437734
125 ras 2 1.17 5.38 0.84 50 NA 52 NA 49 1 33756674
125 as 2 4.48 1.18 0.11 81 NA NA NA 7 0 33410707
125 mmas 1 3.87 3.82 0.73 76 NA NA NA 47 0 33618186
125 mmas 1 4.4 7.01 0.1 12 NA NA NA 41 0 33120352
125 as 3 2.72 2.56 0.25 97 NA NA NA 36 0 33625796
125 mmas 2 0.7 7.47 1.0 14 NA NA NA 46 0 33369639
125 eas 1 1.24 9.79 0.38 74 NA NA 670 11 0 33823816
125 as 0 0.92 2.1 0.55 100 NA NA NA NA NA 43245947
125 mmas 0 1.8 5.02 0.06 81 NA NA NA NA NA 42309097
125 eas 3 4.8 2.03 0.69 54 NA NA 629 30 1 33633300
125 ras 1 4.56 0.73 0.51 93 NA 5 NA 43 1 33677933
125 as 0 3.86 6.22 0.97 18 NA NA NA NA NA 40380009
125 as 1 1.59 1.87 0.58 64 NA NA NA 47 1 33738794
125 mmas 0 1.62 9.22 0.05 45 NA NA NA NA NA 39395354
125 acs 3 4.21 8.08 0.76 18 0.66 NA NA 26 1 32811634
125 ras 1 0.28 6.17 0.54 22 NA 98 NA 42 1 34520621
125 eas 3 2.62 2.71 0.12 14 NA NA 628 47 0 33339480
125 mmas 1 4.87 3.35 0.93 13 NA NA NA 47 1 34896513
125 mmas 0 2.16 3.28 0.09 60 NA NA NA NA NA 42830534
125 acs 2 3.94 7.9 0.6 66 0.26 NA NA 41 1 33096881
125 acs 0 1.09 5.97 0.82 20 0.96 NA NA NA NA 39653969
125 acs 0 3.76 8.52 0.34 68 0.95 NA NA NA NA 38605440
125 as 3 4.36 4.27 0.02 66 NA NA NA 46 1 33127181
125 mmas 2 4.96 7.29 0.7 13 NA NA NA 5 0 33659725
125 mmas 2 4.65 1.61 0.89 65 NA NA NA 14 1 34234486
125 acs 0 4.06 1.77 0.61 15 0.08 NA NA NA NA 53848218
125 acs 3 0.04 8.52 0.65 35 0.43 NA NA 41 0 33284544
125 acs 1 0.2 9.89 0.89 7 0.69 NA NA 30 0 33942971
125 ras 2 3.93 3.08 0.7 92 NA 31 NA 36 1 32961455
125 as 3 4.73 7.43 0.46 38 NA NA NA 47 1 33001875
125 ras 0 2.63 1.71 0.27 83 NA 7 NA NA NA 46318105
125 as 2 3.05 7.25 0.54 55 NA NA NA 34 1 33380976
125 eas 0 3.75 4.28 0.63 83 NA NA 1 NA NA 39450345
125 eas 3 0.49 8.69 0.46 21 NA NA 412 40 0 33197960
125 eas 1 3.46 0.0 0.46 9 NA NA 421 35 1 34201772
125 mmas 2 3.88 5.83 0.6 50 NA NA NA 23 1 33249317
125 ras 3 3.55 6.47 0.78 14 NA 17 NA 5 0 33084862
125 ras 3 2.17 5.08 0.5 48 NA 96 NA 14 0 33190131
125 ras 1 0.22 8.52 0.76 77 NA 22 NA 16 0 34056210
125 mmas 2 1.74 9.45 0.12 92 NA NA NA 38 1 33689137
125 ras 0 3.43 5.11 0.29 33 NA 66 NA NA NA 39393017
125 mmas 2 2.86 7.57 0.07 77 NA NA NA 36 1 33504666
125 eas 0 2.51 8.22 0.93 60 NA NA 419 NA NA 40399762
125 ras 3 2.37 6.17 0.22 54 NA 1 NA 20 1 33061028
125 ras 0 3.85 5.3 0.81 69 NA 5 NA NA NA 41347201
125 ras 0 1.69 6.45 0.39 48 NA 37 NA NA NA 39044869
125 acs 1 3.84 5.49 0.25 41 0.19 NA NA 26 1 33291386
125 ras 3 0.57 8.01 0.58 83 NA 97 NA 39 1 33380832
125 eas 3 1.4 4.84 0.88 19 NA NA 407 18 0 33051780
125 mmas 3 2.31 6.88 0.93 88 NA NA NA 27 0 33212563
125 eas 2 0.1 5.04 0.5 78 NA NA 87 12 0 33981263
125 eas 0 0.65 8.73 0.4 35 NA NA 279 NA NA 38743267
125 as 1 2.77 4.56 0.89 10 NA NA NA 15 0 33167970
125 mmas 3 2.13 2.74 0.59 77 NA NA NA 43 1 32992242
125 ras 2 0.25 3.23 0.49 20 NA 15 NA 15 0 33986002
125 eas 3 3.46 7.91 0.61 29 NA NA 207 32 0 33001366
125 ras 1 1.4 5.98 0.41 70 NA 78 NA 44 0 33920865
125 acs 2 0.53 2.65 0.54 98 0.5 NA NA 36 1 34135249
125 acs 2 2.89 5.19 0.64 54 0.49 NA NA 24 0 33068609
125 mmas 2 0.32 6.95 0.78 37 NA NA NA 26 1 33759193
125 acs 2 2.38 7.51 0.31 15 0.55 NA NA 21 1 32873633
125 mmas 2 4.19 8.35 0.74 32 NA NA NA 25 1 33452282
125 ras 3 2.21 7.34 0.06 48 NA 26 NA 41 1 33142231
125 as 2 1.63 8.78 0.74 43 NA NA NA 47 1 33719391
125 ras 0 4.31 1.86 0.03 82 NA 85 NA NA NA 40637627
125 eas 0 0.43 3.26 0.67 61 NA NA 120 NA NA 43563605
125 as 1 3.78 5.18 0.86 60 NA NA NA 41 0 33382206
125 mmas 1 0.66 7.7 0.46 85 NA NA NA 12 1 33845702
125 eas 2 2.39 6.42 0.62 51 NA NA 452 25 0 33122271
125 as 0 3.56 6.76 0.63 32 NA NA NA NA NA 39129625
125 acs 1 0.5 1.05 0.41 41 0.83 NA NA 37 1 34419824
125 ras 1 2.35 4.24 0.59 6 NA 72 NA 42 0 33498491
125 eas 1 1.92 1.36 0.04 18 NA NA 68 23 1 33509138
125 as 0 4.01 0.5 0.59 48 NA NA NA NA NA 53287455
125 as 2 2.77 1.4 0.87 70 NA NA NA 31 0 33076213
125 acs 3 1.75 3.91 0.67 91 0.68 NA NA 18 1 33170064
125 acs 2 1.86 1.38 0.74 48 0.45 NA NA 17 0 32996431
125 ras 0 3.71 3.27 0.79 24 NA 20 NA NA NA 40757398
125 eas 0 3.47 8.45 0.73 78 NA NA 252 NA NA 39969506
125 acs 1 0.0 1.99 0.52 32 0.9 NA NA 34 1 34354371
125 mmas 0 0.13 9.1 0.49 22 NA NA NA NA NA 39993401
125 mmas 3 1.59 5.93 0.33 62 NA NA NA 9 0 33212076
125 eas 3 1.99 4.07 0.56 41 NA NA 84 5 1 33002674
125 acs 1 3.09 4.73 0.53 48 0.78 NA NA 34 0 33147742
125 eas 2 4.94 7.65 0.39 13 NA NA 327 25 0 33674553
125 mmas 2 0.93 5.14 0.28 95 NA NA NA 43 0 33565948
125 ras 3 4.46 4.03 0.2 33 NA 77 NA 24 0 33030252
125 ras 0 4.66 2.1 0.15 49 NA 17 NA NA NA 43693497
125 mmas 1 3.81 4.25 0.38 51 NA NA NA 38 0 33166779
125 as 1 0.18 6.98 0.71 11 NA NA NA 31 1 34448574
125 eas 3 0.57 5.1 0.12 67 NA NA 609 12 0 33254681
125 ras 2 1.65 8.86 0.69 73 NA 92 NA 30 0 33540751
125 mmas 2 1.32 5.23 0.49 70 NA NA NA 17 1 33204406
125 acs 1 0.95 7.76 0.54 61 0.33 NA NA 10 1 34080891
125 as 1 2.23 6.52 0.81 5 NA NA NA 43 1 33775786
125 ras 0 3.16 8.75 0.3 53 NA 98 NA NA NA 39267166
125 acs 3 2.9 3.97 0.07 50 0.25 NA NA 22 0 33201943
125 acs 1 4.46 7.94 0.69 32 0.41 NA NA 35 1 33291689
125 eas 0 0.35 4.95 0.86 37 NA NA 331 NA NA 40650739
125 ras 1 1.62 9.06 0.96 29 NA 11 NA 18 0 33684242
125 as 1 0.12 9.44 0.4 100 NA NA NA 27 0 34150991
125 mmas 1 3.29 9.29 0.73 10 NA NA NA 35 0 33516847
125 as 2 1.73 1.09 0.21 87 NA NA NA 38 0 33572515
125 mmas 0 0.86 5.75 0.76 93 NA NA NA NA NA 39202392
125 eas 1 0.58 0.52 0.41 58 NA NA 67 17 0 34900351
125 eas 3 3.59 1.96 0.54 74 NA NA 555 5 0 33282462
125 mmas 3 4.3 2.56 0.47 40 NA NA NA 5 0 33053635
125 mmas 2 1.07 0.05 0.61 72 NA NA NA 29 0 33678933
125 ras 3 0.33 6.01 0.08 12 NA 2 NA 27 1 33433766
125 ras 1 1.54 5.17 0.01 81 NA 41 NA 21 0 33786989
125 as 1 4.11 0.5 0.14 46 NA NA NA 46 1 33433542
125 acs 3 2.97 1.03 0.07 30 0.58 NA NA 16 0 32980794
125 mmas 1 0.55 5.75 0.22 39 NA NA NA 17 0 34119324
125 acs 2 2.17 3.4 0.27 51 0.78 NA NA 16 1 32991733
125 eas 1 4.03 1.98 0.27 49 NA NA 290 34 0 33888849
125 mmas 2 3.94 8.24 0.84 41 NA NA NA 19 1 33538778
125 mmas 0 4.34 4.47 0.78 13 NA NA NA NA NA 44679266
125 as 0 4.41 8.42 0.39 72 NA NA NA NA NA 38696574
125 as 3 3.14 9.71 0.24 16 NA NA NA 12 0 33088545
125 as 1 3.63 5.69 0.62 87 NA NA NA 49 1 33514384
125 mmas 1 0.35 9.14 0.83 42 NA NA NA 9 1 34269991
125 as 0 0.11 5.04 0.91 88 NA NA NA NA NA 43116484
125 as 2 4.56 4.68 0.46 91 NA NA NA 10 1 33184995
125 acs 2 3.87 5.61 0.79 80 0.26 NA NA 10 0 33184084
125 mmas 0 4.05 4.45 0.85 54 NA NA NA NA NA 44641055
125 eas 3 3.27 3.2 0.62 10 NA NA 346 24 1 33502242
125 ras 1 0.14 3.76 0.96 22 NA 77 NA 22 1 34842977
125 eas 0 1.86 7.46 0.2 81 NA NA 300 NA NA 38901254
125 as 3 1.34 8.22 0.26 15 NA NA NA 31 1 33205366
125 as 0 4.56 8.45 0.81 18 NA NA NA NA NA 39646493
125 eas 3 0.23 6.34 0.62 25 NA NA 676 16 1 33411846
125 as 1 2.73 0.8 0.34 34 NA NA NA 42 0 33429116
125 as 0 3.97 3.43 0.34 26 NA NA NA NA NA 39835164
125 as 0 3.27 0.02 0.98 46 NA NA NA NA NA 78938773
125 acs 1 0.79 7.59 0.41 32 0.33 NA NA 49 1 34019436
125 acs 2 4.61 7.75 0.68 41 0.08 NA NA 30 1 33075721
125 eas 3 3.35 8.07 0.27 15 NA NA 555 5 0 33207075
125 acs 0 0.93 2.12 0.34 70 0.9 NA NA NA NA 40920774
125 eas 0 3.6 8.57 0.81 97 NA NA 80 NA NA 38684940
125 eas 1 3.58 3.79 0.68 67 NA NA 437 14 1 33883010
125 ras 1 2.29 7.48 0.96 53 NA 48 NA 22 1 33590554
125 mmas 3 2.8 4.38 0.67 39 NA NA NA 6 1 33121895
125 as 1 0.63 3.31 0.17 63 NA NA NA 37 1 34632705
125 mmas 0 0.45 5.73 0.93 96 NA NA NA NA NA 38999647
125 mmas 0 3.12 7.03 0.57 51 NA NA NA NA NA 39948026
125 ras 2 0.96 0.74 0.46 27 NA 41 NA 46 0 34014120
125 ras 0 2.69 5.09 0.56 31 NA 60 NA NA NA 39939696
125 as 1 4.2 9.4 1.0 6 NA NA NA 27 0 33226344
125 ras 3 1.85 4.07 0.43 92 NA 30 NA 23 0 33214812
125 ras 3 3.14 5.68 0.53 43 NA 95 NA 36 0 33211101
125 acs 3 3.74 5.06 0.09 76 0.99 NA NA 37 0 33295051
125 mmas 1 2.67 1.8 0.59 46 NA NA NA 6 1 33763346
125 as 3 1.2 8.55 0.96 69 NA NA NA 6 1 33750766
125 mmas 1 3.33 8.24 0.77 59 NA NA NA 9 1 33664318
125 eas 2 3.91 6.56 0.06 59 NA NA 267 29 0 33268988
125 mmas 3 0.44 2.98 0.69 45 NA NA NA 18 1 33369689
125 ras 2 0.74 5.23 0.68 72 NA 80 NA 21 1 33933873
125 mmas 1 3.85 8.19 0.36 55 NA NA NA 45 0 32861904
125 acs 3 2.46 3.62 0.69 50 0.6 NA NA 39 1 32873288
125 eas 1 3.93 7.96 0.81 16 NA NA 47 39 1 33478330
125 eas 3 3.57 7.75 0.3 27 NA NA 626 13 0 32918195
125 mmas 2 1.41 8.86 0.5 92 NA NA NA 47 1 33364368
125 ras 1 2.6 0.13 0.53 30 NA 65 NA 23 1 33255932
125 eas 1 2.16 7.71 0.87 73 NA NA 81 34 0 33665822
125 as 3 3.58 6.99 0.68 20 NA NA NA 17 1 32869804
125 ras 2 3.94 6.62 0.41 98 NA 33 NA 12 0 33036872
125 ras 3 4.46 2.0 0.62 66 NA 18 NA 22 0 33120281
125 as 3 2.12 3.93 0.6 34 NA NA NA 30 1 33091140
125 acs 0 1.26 1.59 0.64 30 0.68 NA NA NA NA 44862448
125 mmas 0 1.16 7.56 0.92 11 NA NA NA NA NA 39335348
125 acs 1 4.09 8.29 0.16 82 0.45 NA NA 39 1 33756288
125 mmas 3 3.63 2.47 0.04 68 NA NA NA 37 1 33653162
125 as 0 3.7 7.5 0.85 86 NA NA NA NA NA 39177274
125 ras 3 2.51 7.37 0.21 74 NA 23 NA 7 1 33118032
125 acs 0 2.39 7.36 0.57 80 0.2 NA NA NA NA 39385602
125 acs 1 0.04 5.79 0.88 18 0.31 NA NA 30 1 34436760
125 mmas 2 0.88 2.84 0.25 96 NA NA NA 24 0 33779455
125 ras 1 4.92 9.07 0.13 87 NA 73 NA 31 1 33590468
125 eas 0 3.6 0.72 0.39 10 NA NA 427 NA NA 70292888
125 acs 0 2.03 4.84 0.5 51 0.72 NA NA NA NA 38942689
125 mmas 1 4.73 3.61 0.75 57 NA NA NA 31 0 34121221
125 mmas 0 2.49 1.4 0.59 64 NA NA NA NA NA 55392594
125 eas 0 0.81 1.32 0.29 32 NA NA 25 NA NA 49803936
125 eas 1 3.62 9.94 0.49 11 NA NA 215 13 1 33610441
125 as 0 0.0 2.65 0.75 7 NA NA NA NA NA 52463274
125 as 3 3.64 1.07 0.17 66 NA NA NA 41 1 33115157
125 mmas 3 2.36 8.84 0.88 9 NA NA NA 29 0 33088193
125 acs 0 1.85 5.54 0.07 38 0.55 NA NA NA NA 40028316
125 acs 1 2.86 7.68 0.98 93 0.44 NA NA 27 0 33815350
125 mmas 1 2.76 1.57 0.42 19 NA NA NA 9 1 33502352
125 eas 3 3.72 5.4 0.26 52 NA NA 139 50 0 33129212
125 as 0 3.52 5.11 0.98 69 NA NA NA NA NA 39282877
125 acs 2 1.02 3.64 0.86 19 0.13 NA NA 37 1 33204396
125 ras 0 0.46 9.65 0.1 69 NA 28 NA NA NA 39405784
125 eas 0 3.5 5.92 0.79 93 NA NA 543 NA NA 42591176
125 ras 2 1.7 3.04 0.97 6 NA 8 NA 8 0 33374671
125 eas 0 3.01 9.31 0.79 53 NA NA 732 NA NA 39853693
125 ras 3 0.26 7.61 0.73 72 NA 2 NA 33 1 33268983
125 acs 1 4.12 0.59 0.21 24 0.45 NA NA 27 1 33097345
125 ras 3 2.97 6.09 0.53 73 NA 1 NA 34 1 32848291
125 acs 2 2.62 3.0 0.84 30 0.51 NA NA 43 1 32805144
125 eas 1 0.63 3.85 0.52 37 NA NA 681 26 1 34169877
