instance ASCENT_CANDIDATES BACKBONE_TRIALS BACKTRACKING CANDIDATE_SET_TYPE EXTRA_CANDIDATES EXTRA_CANDIDATE_SET_TYPE GAIN23 GAIN_CRITERION INITIAL_STEP_SIZE INITIAL_TOUR_ALGORITHM KICK_TYPE KICKS MAX_CANDIDATES MOVE_TYPE PATCHING_A PATCHING_C POPULATION_SIZE RESTRICTED_SEARCH SUBGRADIENT SUBSEQUENT_MOVE_TYPE SUBSEQUENT_PATCHING result
122 324 1 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR YES YES 1 GREEDY 10 4 7 10 10 1 529 NO NO 3 YES 36997651
122 84 5 NO NEAREST-NEIGHBOR 15 NEAREST-NEIGHBOR NO YES 3 NEAREST-NEIGHBOR 9 4 4 18 11 2 142 NO NO 5 YES 39752319
122 164 5 YES ALPHA 10 QUADRANT NO NO 1 NEAREST-NEIGHBOR 17 2 15 2 2 2 540 NO NO 2 YES 32663040
122 86 3 NO DELAUNAY 14 QUADRANT YES NO 3 MOORE 19 2 14 16 16 5 810 YES NO 2 NO 43794728
122 323 0 YES NEAREST-NEIGHBOR 4 NEAREST-NEIGHBOR NO YES 4 MOORE 15 2 18 4 14 3 225 NO NO 2 NO 32534545
122 247 4 YES DELAUNAY 16 QUADRANT NO NO 2 QUICK-BORUVKA 10 2 20 6 8 3 218 YES NO 5 NO 34733037
122 41 5 YES NEAREST-NEIGHBOR 17 NEAREST-NEIGHBOR YES NO 5 GREEDY 15 4 15 11 17 2 340 NO NO 6 NO 37177406
122 250 2 NO ALPHA 19 QUADRANT NO NO 1 WALK 7 2 10 17 4 4 251 YES NO 5 NO 71709809
122 215 3 NO QUADRANT 20 QUADRANT YES NO 3 GREEDY 15 4 15 20 10 3 191 YES NO 4 YES 36905465
122 160 5 YES NEAREST-NEIGHBOR 18 NEAREST-NEIGHBOR YES NO 2 BORUVKA 14 5 19 16 20 3 170 NO NO 0 YES 37336518
122 224 2 YES ALPHA 1 NEAREST-NEIGHBOR YES YES 5 NEAREST-NEIGHBOR 9 5 14 12 11 4 37 YES NO 4 NO 35514076
122 483 1 YES NEAREST-NEIGHBOR 19 QUADRANT NO NO 4 GREEDY 12 3 5 12 12 2 311 NO NO 0 YES 37758611
122 488 5 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 15 4 17 19 13 4 860 NO NO 4 YES 42610666
122 247 4 NO NEAREST-NEIGHBOR 11 QUADRANT NO YES 2 BORUVKA 20 1 11 17 12 3 713 NO NO 0 NO 37995262
122 345 3 NO ALPHA 19 NEAREST-NEIGHBOR YES NO 1 SIERPINSKI 7 2 7 2 4 4 748 NO NO 4 NO 33270475
122 498 0 YES ALPHA 5 NEAREST-NEIGHBOR YES YES 2 SIERPINSKI 8 5 15 11 10 2 873 NO NO 3 NO 38939033
122 428 2 YES NEAREST-NEIGHBOR 14 NEAREST-NEIGHBOR NO NO 5 BORUVKA 15 1 4 11 20 4 620 NO NO 2 NO 36471899
122 197 0 YES QUADRANT 2 QUADRANT YES NO 3 GREEDY 14 4 14 3 11 1 981 NO NO 6 YES 35217645
122 105 1 YES NEAREST-NEIGHBOR 8 NEAREST-NEIGHBOR NO YES 4 BORUVKA 6 4 20 17 13 1 480 NO NO 2 YES 37258697
122 312 1 YES DELAUNAY 19 QUADRANT NO YES 3 SIERPINSKI 19 5 9 15 11 4 513 NO NO 4 NO 41963949
122 336 4 NO QUADRANT 14 QUADRANT NO NO 2 MOORE 10 2 19 15 10 2 440 YES NO 3 YES 43653011
122 353 4 NO ALPHA 15 QUADRANT NO YES 3 MOORE 6 4 11 14 5 5 602 NO NO 6 YES 42378588
122 338 5 NO DELAUNAY 3 QUADRANT YES NO 4 BORUVKA 4 5 20 10 8 3 887 YES NO 0 YES 37613081
122 457 3 YES NEAREST-NEIGHBOR 14 QUADRANT NO NO 5 QUICK-BORUVKA 19 1 18 7 17 3 241 NO NO 6 YES 37836679
122 431 5 YES NEAREST-NEIGHBOR 1 QUADRANT NO NO 5 WALK 18 5 4 18 5 1 127 YES NO 0 NO 220345176
122 446 4 NO NEAREST-NEIGHBOR 0 NEAREST-NEIGHBOR NO NO 2 NEAREST-NEIGHBOR 19 2 20 13 18 3 434 YES NO 0 NO 39365698
122 142 1 YES QUADRANT 6 QUADRANT NO YES 5 GREEDY 10 2 13 18 16 4 499 YES NO 3 NO 37830493
122 53 1 NO ALPHA 4 NEAREST-NEIGHBOR NO YES 2 MOORE 13 5 10 9 14 1 528 YES NO 2 YES 32999119
122 232 3 YES DELAUNAY 11 QUADRANT YES YES 2 NEAREST-NEIGHBOR 5 4 5 14 10 4 319 YES NO 3 NO 37721420
122 223 0 NO NEAREST-NEIGHBOR 14 QUADRANT YES YES 3 QUICK-BORUVKA 7 4 18 17 12 4 283 YES NO 2 NO 37927134
122 465 2 NO NEAREST-NEIGHBOR 0 NEAREST-NEIGHBOR NO YES 2 WALK 20 2 7 15 9 4 428 NO NO 6 NO 148023471
122 130 2 YES ALPHA 0 QUADRANT YES NO 1 SIERPINSKI 18 3 11 7 6 4 998 YES NO 5 YES 34341040
122 492 3 YES QUADRANT 6 QUADRANT NO NO 2 MOORE 14 4 5 6 20 2 690 YES NO 4 YES 34058506
122 226 5 NO ALPHA 1 QUADRANT NO YES 2 WALK 12 1 8 3 3 1 171 NO NO 0 YES 32570582
122 103 3 YES ALPHA 3 QUADRANT NO NO 4 BORUVKA 4 2 6 4 7 3 360 YES NO 0 NO 33640075
122 319 3 NO ALPHA 2 QUADRANT NO YES 5 SIERPINSKI 6 4 3 12 11 4 587 YES NO 4 YES 32706709
122 472 2 NO NEAREST-NEIGHBOR 4 QUADRANT NO YES 1 GREEDY 18 5 8 4 19 1 85 YES NO 4 NO 32470142
122 198 2 YES ALPHA 4 QUADRANT NO YES 5 GREEDY 12 5 4 10 12 3 173 NO NO 3 NO 32539110
122 359 4 NO ALPHA 0 NEAREST-NEIGHBOR NO YES 1 QUICK-BORUVKA 20 5 8 20 11 2 648 NO NO 3 YES 37777781
122 53 4 NO ALPHA 1 NEAREST-NEIGHBOR YES NO 1 BORUVKA 12 4 6 9 19 3 98 NO NO 0 YES 36391108
122 459 3 YES QUADRANT 7 QUADRANT YES NO 5 WALK 6 5 13 20 7 4 82 YES NO 3 YES 119861362
122 81 0 NO ALPHA 1 NEAREST-NEIGHBOR NO YES 4 BORUVKA 16 2 8 20 2 3 409 NO NO 6 YES 38472458
122 351 0 NO ALPHA 1 QUADRANT NO YES 3 GREEDY 12 3 4 18 6 5 432 NO NO 4 NO 36649545
122 143 1 YES ALPHA 13 QUADRANT YES NO 2 QUICK-BORUVKA 17 2 10 11 13 1 894 YES NO 0 NO 47108786
122 63 3 YES QUADRANT 6 QUADRANT YES NO 3 NEAREST-NEIGHBOR 14 1 9 18 6 5 5 NO NO 5 YES 42214086
122 278 3 YES QUADRANT 16 NEAREST-NEIGHBOR NO NO 3 BORUVKA 15 4 11 14 6 1 592 YES NO 2 NO 37787138
122 227 1 NO ALPHA 7 QUADRANT YES YES 4 QUICK-BORUVKA 12 4 6 7 8 4 183 YES NO 4 NO 32494957
122 43 2 YES ALPHA 6 QUADRANT YES NO 5 NEAREST-NEIGHBOR 15 5 12 16 13 4 315 NO NO 3 NO 41661305
122 385 4 YES DELAUNAY 9 QUADRANT YES NO 5 QUICK-BORUVKA 14 2 6 17 5 2 828 NO NO 6 YES 42692116
122 337 1 YES ALPHA 9 NEAREST-NEIGHBOR YES NO 4 NEAREST-NEIGHBOR 11 4 3 2 5 5 539 NO NO 4 YES 34791478
122 468 5 NO ALPHA 12 NEAREST-NEIGHBOR NO YES 2 SIERPINSKI 13 3 17 4 3 1 106 NO NO 2 NO 32713953
122 44 3 YES ALPHA 5 NEAREST-NEIGHBOR YES YES 4 NEAREST-NEIGHBOR 10 5 3 13 15 4 717 YES NO 3 NO 34990418
122 383 1 NO NEAREST-NEIGHBOR 20 NEAREST-NEIGHBOR YES NO 5 SIERPINSKI 18 5 18 6 16 3 6 NO NO 2 NO 41084278
122 42 1 NO DELAUNAY 16 QUADRANT YES YES 2 BORUVKA 10 4 14 5 17 1 10 NO NO 0 NO 32972945
122 230 5 NO QUADRANT 18 NEAREST-NEIGHBOR NO YES 3 SIERPINSKI 9 3 7 2 14 1 863 YES NO 3 YES 32611593
122 87 4 NO ALPHA 18 QUADRANT NO NO 3 WALK 5 4 10 11 18 4 694 NO NO 0 YES 48426035
122 221 2 NO ALPHA 15 NEAREST-NEIGHBOR YES YES 2 NEAREST-NEIGHBOR 14 4 20 2 4 2 973 YES NO 5 YES 32486478
122 440 5 NO DELAUNAY 7 QUADRANT NO YES 5 BORUVKA 4 2 18 20 5 4 195 NO NO 2 YES 38631364
122 231 3 YES NEAREST-NEIGHBOR 0 NEAREST-NEIGHBOR YES YES 5 BORUVKA 9 4 16 19 17 4 18 YES NO 3 YES 37207128
122 353 5 NO ALPHA 18 QUADRANT YES YES 3 BORUVKA 11 1 13 8 5 3 24 YES NO 3 YES 33805760
122 254 2 NO NEAREST-NEIGHBOR 2 QUADRANT YES YES 5 SIERPINSKI 15 3 12 18 13 4 70 NO NO 5 NO 41970718
122 61 2 NO ALPHA 18 NEAREST-NEIGHBOR YES NO 5 GREEDY 15 4 4 14 11 4 838 YES NO 3 YES 38651109
122 413 5 YES ALPHA 3 NEAREST-NEIGHBOR NO NO 1 WALK 9 4 16 16 17 2 226 YES NO 5 NO 86948015
122 301 4 NO ALPHA 0 NEAREST-NEIGHBOR YES YES 5 MOORE 17 3 11 2 4 5 332 NO NO 4 NO 32477961
122 51 1 NO NEAREST-NEIGHBOR 19 QUADRANT YES NO 2 SIERPINSKI 19 1 15 6 16 2 774 YES NO 3 YES 40911269
122 360 1 NO ALPHA 17 QUADRANT NO YES 1 MOORE 13 3 6 4 19 4 1 NO NO 6 NO 34010569
122 358 1 NO DELAUNAY 10 NEAREST-NEIGHBOR NO YES 1 SIERPINSKI 7 5 11 3 15 1 468 NO NO 4 NO 32546876
122 411 4 YES QUADRANT 5 QUADRANT YES YES 5 QUICK-BORUVKA 6 5 8 4 15 4 296 NO NO 2 NO 32717426
122 392 0 YES DELAUNAY 5 NEAREST-NEIGHBOR NO NO 3 BORUVKA 5 1 20 16 3 1 164 NO NO 0 YES 38003010
122 172 4 NO NEAREST-NEIGHBOR 18 NEAREST-NEIGHBOR NO YES 1 QUICK-BORUVKA 14 1 8 9 8 2 148 NO NO 4 NO 35188656
122 476 1 NO ALPHA 15 QUADRANT NO NO 4 BORUVKA 10 1 10 11 19 2 452 YES NO 5 NO 38783899
122 471 4 YES NEAREST-NEIGHBOR 11 QUADRANT NO NO 3 QUICK-BORUVKA 10 3 13 19 8 5 619 YES NO 5 NO 38090462
122 490 3 YES QUADRANT 2 QUADRANT YES NO 1 SIERPINSKI 20 4 11 10 14 4 609 NO NO 3 NO 34861301
122 82 3 YES QUADRANT 15 NEAREST-NEIGHBOR NO YES 2 QUICK-BORUVKA 13 2 10 9 3 4 895 YES NO 4 NO 35200618
122 87 3 NO NEAREST-NEIGHBOR 9 NEAREST-NEIGHBOR YES YES 2 NEAREST-NEIGHBOR 7 3 7 7 3 2 329 YES NO 4 NO 32516662
122 79 2 YES NEAREST-NEIGHBOR 14 QUADRANT YES NO 4 NEAREST-NEIGHBOR 14 3 14 10 17 4 137 YES NO 3 YES 34918910
122 25 5 NO QUADRANT 10 QUADRANT NO YES 1 MOORE 12 1 13 17 19 5 21 NO NO 0 YES 42861790
122 78 4 YES ALPHA 12 QUADRANT NO YES 4 GREEDY 17 2 3 7 13 3 766 NO NO 6 YES 34230974
122 459 2 NO QUADRANT 15 NEAREST-NEIGHBOR NO YES 5 GREEDY 12 4 9 20 14 4 729 YES NO 2 NO 37334773
122 155 4 NO ALPHA 9 NEAREST-NEIGHBOR NO YES 3 BORUVKA 19 1 13 7 10 3 618 YES NO 6 YES 33087721
122 265 0 YES NEAREST-NEIGHBOR 0 QUADRANT NO YES 3 QUICK-BORUVKA 18 3 4 5 6 3 476 NO NO 3 YES 32462542
122 51 4 YES ALPHA 10 QUADRANT YES YES 2 WALK 15 2 19 6 18 1 525 YES NO 6 NO 33432561
122 31 2 NO ALPHA 3 NEAREST-NEIGHBOR YES YES 2 QUICK-BORUVKA 14 2 4 4 7 5 604 YES NO 6 YES 32506388
122 308 1 YES NEAREST-NEIGHBOR 5 NEAREST-NEIGHBOR YES NO 4 WALK 18 3 7 11 16 1 798 NO NO 2 YES 146050042
122 315 3 NO DELAUNAY 5 QUADRANT YES NO 4 GREEDY 18 4 14 16 17 2 756 NO NO 5 YES 37375142
122 30 3 NO ALPHA 9 QUADRANT YES NO 4 SIERPINSKI 13 3 18 17 5 2 132 YES NO 0 NO 42750319
122 386 2 YES NEAREST-NEIGHBOR 1 QUADRANT NO NO 2 SIERPINSKI 14 1 4 11 14 4 307 YES NO 3 YES 40119785
122 166 3 NO ALPHA 16 QUADRANT YES NO 2 GREEDY 10 1 11 14 17 5 6 NO NO 3 YES 38235770
122 398 4 YES ALPHA 15 NEAREST-NEIGHBOR YES YES 3 WALK 7 4 9 16 19 2 870 YES NO 4 YES 92765054
122 322 2 YES DELAUNAY 6 QUADRANT NO NO 3 BORUVKA 6 2 14 6 13 5 639 YES NO 0 NO 34564088
122 408 0 NO QUADRANT 17 QUADRANT YES NO 3 QUICK-BORUVKA 7 2 15 19 16 2 871 YES NO 3 YES 37927134
122 85 2 YES ALPHA 7 QUADRANT NO NO 4 GREEDY 15 3 3 10 5 5 598 NO NO 2 YES 36392094
122 179 1 YES DELAUNAY 11 NEAREST-NEIGHBOR YES NO 1 MOORE 20 3 12 3 10 5 579 NO NO 2 YES 37710478
122 441 2 NO DELAUNAY 10 NEAREST-NEIGHBOR NO YES 5 GREEDY 18 4 3 4 13 5 890 YES NO 2 NO 32662151
122 142 1 NO ALPHA 14 NEAREST-NEIGHBOR YES YES 2 QUICK-BORUVKA 16 4 10 18 15 4 971 NO NO 2 NO 45161546
122 411 0 NO DELAUNAY 17 QUADRANT NO NO 3 QUICK-BORUVKA 13 4 15 9 4 5 155 YES NO 3 NO 44679984
122 417 0 NO NEAREST-NEIGHBOR 2 QUADRANT NO NO 1 QUICK-BORUVKA 13 4 19 3 6 4 861 NO NO 4 NO 33169062
122 134 1 YES QUADRANT 6 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 13 4 10 11 3 2 591 YES NO 4 NO 39294040
122 123 3 YES ALPHA 11 QUADRANT NO YES 5 BORUVKA 14 3 16 12 12 3 283 YES NO 0 YES 38354593
122 203 0 YES DELAUNAY 20 NEAREST-NEIGHBOR NO YES 1 QUICK-BORUVKA 11 1 5 12 16 4 38 NO NO 3 YES 40364320
122 455 1 YES ALPHA 0 QUADRANT NO NO 4 WALK 18 5 9 12 18 5 138 YES NO 0 NO 67233244
122 192 1 YES QUADRANT 8 QUADRANT NO NO 1 MOORE 18 1 20 16 12 5 989 NO NO 2 NO 42927487
122 292 3 NO DELAUNAY 0 NEAREST-NEIGHBOR YES NO 1 GREEDY 14 1 20 4 19 4 693 NO NO 2 NO 32712517
122 15 1 YES ALPHA 6 NEAREST-NEIGHBOR YES NO 5 WALK 12 1 10 20 11 5 779 YES NO 0 YES 77437123
122 157 2 NO QUADRANT 12 NEAREST-NEIGHBOR NO YES 2 WALK 8 1 7 2 19 3 892 YES NO 5 NO 32502046
122 209 5 YES DELAUNAY 10 NEAREST-NEIGHBOR NO NO 5 NEAREST-NEIGHBOR 11 3 14 8 15 1 265 NO NO 3 YES 40856524
122 138 1 NO QUADRANT 5 NEAREST-NEIGHBOR YES YES 5 BORUVKA 16 2 3 9 16 1 954 YES NO 5 YES 32554394
122 371 2 NO ALPHA 5 NEAREST-NEIGHBOR YES NO 4 QUICK-BORUVKA 16 2 6 11 18 3 406 YES NO 0 NO 38675307
122 21 2 NO NEAREST-NEIGHBOR 3 QUADRANT YES NO 1 NEAREST-NEIGHBOR 8 5 14 15 15 1 710 YES NO 3 NO 40355661
122 216 3 NO QUADRANT 7 QUADRANT YES NO 3 MOORE 13 3 11 3 19 5 263 NO NO 0 YES 33578876
122 47 4 NO QUADRANT 3 NEAREST-NEIGHBOR YES YES 4 QUICK-BORUVKA 9 2 3 2 17 1 750 NO NO 0 NO 35634782
122 444 1 NO DELAUNAY 18 NEAREST-NEIGHBOR YES YES 1 NEAREST-NEIGHBOR 16 3 15 10 16 2 40 NO NO 5 YES 38176594
122 473 5 YES QUADRANT 14 NEAREST-NEIGHBOR NO NO 1 BORUVKA 5 3 15 6 7 1 143 NO NO 4 YES 34662330
122 479 1 NO ALPHA 7 NEAREST-NEIGHBOR YES YES 5 MOORE 18 2 4 5 3 1 619 YES NO 4 YES 32573711
122 361 4 NO ALPHA 10 QUADRANT YES NO 4 MOORE 6 2 3 10 7 1 861 NO NO 3 YES 43328003
122 19 0 YES ALPHA 5 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 14 5 14 7 17 4 807 NO NO 2 YES 32603783
122 86 3 NO DELAUNAY 5 NEAREST-NEIGHBOR NO NO 5 SIERPINSKI 9 3 10 5 10 1 666 NO NO 5 YES 32991798
122 174 1 NO NEAREST-NEIGHBOR 5 QUADRANT NO NO 3 BORUVKA 19 1 17 17 4 1 969 YES NO 2 NO 37956040
122 171 2 YES NEAREST-NEIGHBOR 11 QUADRANT NO NO 5 WALK 5 5 10 12 7 5 963 YES NO 5 YES 69928169
122 411 1 NO NEAREST-NEIGHBOR 6 QUADRANT NO NO 1 WALK 9 2 18 3 12 1 85 YES NO 5 YES 34805189
122 450 4 YES DELAUNAY 10 NEAREST-NEIGHBOR YES YES 5 WALK 6 5 20 3 15 3 441 NO NO 2 YES 32597430
122 477 2 NO QUADRANT 8 QUADRANT NO NO 5 NEAREST-NEIGHBOR 17 5 9 10 2 3 255 YES NO 6 NO 38078122
122 354 0 YES ALPHA 0 NEAREST-NEIGHBOR NO YES 1 WALK 7 5 17 20 11 3 165 YES NO 4 YES 79552322
122 148 0 NO NEAREST-NEIGHBOR 16 NEAREST-NEIGHBOR YES YES 2 MOORE 19 5 5 2 7 4 811 YES NO 3 NO 32491823
122 176 5 NO ALPHA 15 NEAREST-NEIGHBOR YES YES 2 WALK 5 1 20 5 13 2 250 NO NO 4 NO 32505534
122 156 5 YES QUADRANT 0 NEAREST-NEIGHBOR YES YES 5 WALK 20 5 8 17 15 4 944 YES NO 2 NO 137381559
122 289 4 NO QUADRANT 17 NEAREST-NEIGHBOR YES YES 1 GREEDY 17 3 20 20 5 4 332 NO NO 6 YES 37734544
122 164 1 YES DELAUNAY 2 QUADRANT NO NO 4 GREEDY 13 2 20 16 16 3 653 YES NO 2 YES 37839447
122 217 4 NO QUADRANT 5 QUADRANT YES NO 3 BORUVKA 20 5 4 18 4 3 522 NO NO 4 NO 37270000
122 126 1 YES QUADRANT 4 NEAREST-NEIGHBOR YES YES 5 QUICK-BORUVKA 4 2 3 13 3 4 618 NO NO 5 NO 44948519
122 202 4 YES DELAUNAY 17 QUADRANT YES NO 5 GREEDY 12 1 16 6 13 1 291 YES NO 3 YES 34734303
122 129 5 YES ALPHA 16 QUADRANT YES NO 3 MOORE 20 4 13 13 7 5 973 YES NO 5 NO 42572055
122 388 2 YES NEAREST-NEIGHBOR 10 QUADRANT YES NO 1 GREEDY 20 4 14 13 8 1 142 YES NO 3 NO 37582885
122 188 5 YES DELAUNAY 14 QUADRANT YES YES 4 QUICK-BORUVKA 6 5 9 5 11 1 971 YES NO 4 NO 32458590
122 123 2 YES DELAUNAY 20 NEAREST-NEIGHBOR YES NO 4 BORUVKA 18 1 8 17 10 1 634 NO NO 6 NO 37880476
122 206 0 YES ALPHA 1 NEAREST-NEIGHBOR NO NO 3 WALK 7 2 7 9 10 1 950 NO NO 4 YES 52064251
122 50 0 YES ALPHA 4 NEAREST-NEIGHBOR YES YES 3 WALK 10 5 20 10 17 4 675 YES NO 6 NO 34495849
122 45 4 NO NEAREST-NEIGHBOR 10 NEAREST-NEIGHBOR NO NO 4 QUICK-BORUVKA 17 2 9 4 6 5 123 NO NO 6 YES 35902387
122 336 2 NO DELAUNAY 12 QUADRANT NO NO 3 SIERPINSKI 4 4 19 9 11 5 51 NO NO 6 NO 42325360
122 30 1 NO DELAUNAY 14 NEAREST-NEIGHBOR YES NO 4 GREEDY 19 4 7 17 18 3 820 NO NO 6 NO 38895927
122 212 3 NO ALPHA 1 NEAREST-NEIGHBOR YES YES 4 BORUVKA 5 3 4 7 15 5 281 YES NO 2 YES 32570584
122 280 2 NO ALPHA 6 NEAREST-NEIGHBOR YES YES 3 BORUVKA 7 5 11 12 20 3 721 YES NO 4 NO 35710879
122 87 1 YES NEAREST-NEIGHBOR 5 NEAREST-NEIGHBOR NO YES 4 MOORE 17 4 20 20 9 2 227 NO NO 5 NO 43871258
122 261 4 YES ALPHA 9 QUADRANT YES YES 2 WALK 4 2 11 5 9 4 620 YES NO 5 YES 32518474
122 255 1 YES DELAUNAY 12 QUADRANT NO YES 3 MOORE 7 2 13 9 7 4 162 YES NO 2 NO 35826716
122 192 5 YES DELAUNAY 17 QUADRANT YES NO 1 GREEDY 20 1 11 13 4 2 4 YES NO 0 YES 39076944
122 305 3 YES NEAREST-NEIGHBOR 9 QUADRANT YES YES 4 MOORE 10 5 7 15 12 2 494 NO NO 2 YES 43571261
122 310 3 YES DELAUNAY 5 NEAREST-NEIGHBOR NO YES 1 BORUVKA 8 2 11 4 7 2 932 YES NO 5 YES 32459771
122 202 3 NO QUADRANT 0 NEAREST-NEIGHBOR YES YES 4 GREEDY 18 5 19 2 7 5 994 YES NO 0 YES 32629664
122 270 0 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR NO YES 4 SIERPINSKI 19 4 15 17 12 1 677 NO NO 6 NO 42760589
122 453 2 NO QUADRANT 4 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 15 2 5 3 4 4 763 YES NO 0 NO 32623960
122 490 1 NO DELAUNAY 6 QUADRANT YES NO 2 QUICK-BORUVKA 16 1 15 19 12 2 746 NO NO 2 NO 38724480
122 90 0 YES DELAUNAY 4 QUADRANT YES NO 5 SIERPINSKI 6 2 9 7 14 3 130 NO NO 4 NO 36301965
122 103 1 NO ALPHA 7 QUADRANT NO YES 2 SIERPINSKI 19 1 20 10 11 3 910 NO NO 3 NO 33809862
122 382 0 YES DELAUNAY 0 NEAREST-NEIGHBOR YES YES 1 WALK 17 3 11 7 7 2 896 YES NO 2 NO 32531748
122 464 0 YES NEAREST-NEIGHBOR 17 QUADRANT NO NO 5 MOORE 13 2 4 16 8 2 480 NO NO 5 YES 43826434
122 449 5 NO DELAUNAY 19 QUADRANT NO NO 3 WALK 6 5 8 11 13 3 390 NO NO 5 NO 52702244
122 266 5 NO QUADRANT 14 NEAREST-NEIGHBOR NO YES 3 NEAREST-NEIGHBOR 11 2 7 17 4 2 112 YES NO 0 NO 40813433
122 66 4 NO DELAUNAY 3 NEAREST-NEIGHBOR NO YES 3 NEAREST-NEIGHBOR 10 4 13 15 17 3 429 YES NO 6 YES 39312039
122 445 5 NO QUADRANT 2 QUADRANT NO YES 3 WALK 17 5 9 2 13 5 515 YES NO 6 YES 32725918
122 259 1 NO NEAREST-NEIGHBOR 7 QUADRANT YES YES 3 GREEDY 5 3 12 6 4 5 40 YES NO 3 NO 33030440
122 81 4 YES DELAUNAY 9 QUADRANT NO NO 4 QUICK-BORUVKA 9 1 17 13 8 1 170 YES NO 6 NO 40450232
122 63 2 NO QUADRANT 15 QUADRANT NO NO 5 QUICK-BORUVKA 19 2 15 15 10 4 172 YES NO 3 YES 37924864
122 41 3 NO NEAREST-NEIGHBOR 8 NEAREST-NEIGHBOR NO NO 5 NEAREST-NEIGHBOR 6 5 18 5 20 4 149 YES NO 0 YES 35895079
122 126 2 NO ALPHA 4 QUADRANT NO YES 2 QUICK-BORUVKA 15 4 3 13 3 4 967 YES NO 6 YES 32505883
122 381 0 NO ALPHA 20 QUADRANT NO NO 1 BORUVKA 12 2 19 19 20 4 702 NO NO 0 NO 38737943
122 364 0 YES QUADRANT 8 NEAREST-NEIGHBOR YES YES 4 WALK 17 4 13 18 13 2 7 NO NO 6 YES 128715597
122 289 1 YES ALPHA 8 NEAREST-NEIGHBOR YES YES 2 NEAREST-NEIGHBOR 6 4 20 9 19 2 393 YES NO 5 NO 32708156
122 460 0 NO NEAREST-NEIGHBOR 7 NEAREST-NEIGHBOR YES YES 5 BORUVKA 4 1 6 17 7 4 368 YES NO 4 YES 38287009
122 227 2 YES NEAREST-NEIGHBOR 19 QUADRANT YES YES 3 WALK 18 4 17 15 19 3 376 YES NO 5 NO 108566636
122 227 5 NO NEAREST-NEIGHBOR 18 NEAREST-NEIGHBOR NO YES 4 MOORE 16 2 17 14 16 5 422 NO NO 5 NO 42584171
122 143 1 YES ALPHA 0 NEAREST-NEIGHBOR YES NO 1 GREEDY 10 1 14 12 15 4 842 NO NO 6 YES 34487030
122 493 4 YES DELAUNAY 17 NEAREST-NEIGHBOR YES NO 2 GREEDY 10 5 5 9 13 5 22 NO NO 2 NO 36952578
122 321 1 NO NEAREST-NEIGHBOR 7 NEAREST-NEIGHBOR NO YES 2 SIERPINSKI 16 2 12 16 11 1 386 NO NO 5 YES 42657518
122 352 4 YES QUADRANT 0 QUADRANT YES YES 4 QUICK-BORUVKA 9 3 19 13 20 5 276 YES NO 0 YES 37927134
122 459 3 NO NEAREST-NEIGHBOR 12 QUADRANT NO YES 4 MOORE 4 5 7 15 10 1 841 NO NO 3 YES 43532749
122 184 1 YES DELAUNAY 0 QUADRANT YES NO 4 QUICK-BORUVKA 16 2 19 12 18 4 35 NO NO 0 NO 38109775
122 277 3 YES ALPHA 19 NEAREST-NEIGHBOR YES NO 3 SIERPINSKI 14 4 11 14 2 4 92 NO NO 5 YES 40606223
122 173 2 NO NEAREST-NEIGHBOR 16 QUADRANT YES YES 4 SIERPINSKI 14 4 12 2 14 5 669 NO NO 0 NO 32823300
122 496 3 YES NEAREST-NEIGHBOR 19 NEAREST-NEIGHBOR NO YES 4 MOORE 7 4 3 20 5 3 319 NO NO 5 NO 43871258
122 266 2 YES QUADRANT 0 QUADRANT YES NO 4 SIERPINSKI 5 1 3 18 9 4 160 YES NO 5 NO 42559336
122 13 5 NO DELAUNAY 15 NEAREST-NEIGHBOR YES YES 3 MOORE 20 1 6 12 2 1 127 NO NO 4 YES 43135671
122 255 0 NO DELAUNAY 6 NEAREST-NEIGHBOR NO YES 4 NEAREST-NEIGHBOR 5 4 18 18 11 1 454 NO NO 0 YES 41344449
122 498 4 YES DELAUNAY 3 NEAREST-NEIGHBOR YES YES 2 GREEDY 13 4 18 18 9 4 917 YES NO 4 YES 37140542
122 167 0 YES DELAUNAY 17 QUADRANT YES NO 5 SIERPINSKI 4 3 8 6 12 2 563 YES NO 0 NO 42315026
122 181 3 NO DELAUNAY 15 QUADRANT NO YES 2 QUICK-BORUVKA 5 4 7 9 2 1 142 NO NO 5 YES 33932644
122 394 5 NO DELAUNAY 15 QUADRANT NO NO 5 GREEDY 12 1 12 19 20 5 654 YES NO 5 NO 38781776
122 95 4 YES QUADRANT 10 QUADRANT YES NO 4 BORUVKA 20 2 14 19 9 5 129 NO NO 5 YES 37723033
122 348 5 NO NEAREST-NEIGHBOR 13 QUADRANT NO NO 1 QUICK-BORUVKA 20 3 6 8 12 4 919 YES NO 0 YES 37751621
122 92 4 YES DELAUNAY 1 NEAREST-NEIGHBOR NO YES 4 SIERPINSKI 12 4 15 9 12 4 137 NO NO 0 YES 36342432
