instance ASCENT_CANDIDATES BACKBONE_TRIALS BACKTRACKING CANDIDATE_SET_TYPE EXTRA_CANDIDATES EXTRA_CANDIDATE_SET_TYPE GAIN23 GAIN_CRITERION INITIAL_STEP_SIZE INITIAL_TOUR_ALGORITHM KICK_TYPE KICKS MAX_CANDIDATES MOVE_TYPE PATCHING_A PATCHING_C POPULATION_SIZE RESTRICTED_SEARCH SUBGRADIENT SUBSEQUENT_MOVE_TYPE SUBSEQUENT_PATCHING result
126 86 2 YES DELAUNAY 8 QUADRANT YES NO 2 MOORE 9 2 8 3 17 1 782 NO NO 5 YES 34294918
126 16 0 YES DELAUNAY 20 NEAREST-NEIGHBOR NO YES 4 WALK 8 5 3 4 8 4 450 YES NO 6 NO 38477073
126 450 3 NO QUADRANT 15 QUADRANT NO NO 4 NEAREST-NEIGHBOR 11 1 17 18 20 3 22 NO NO 4 NO 40891704
126 421 5 YES ALPHA 16 QUADRANT NO YES 4 QUICK-BORUVKA 19 5 12 7 7 4 504 YES NO 4 YES 34366723
126 176 5 NO NEAREST-NEIGHBOR 13 NEAREST-NEIGHBOR YES YES 5 GREEDY 18 1 4 16 3 1 652 NO NO 6 YES 37400178
126 52 1 NO NEAREST-NEIGHBOR 19 NEAREST-NEIGHBOR NO NO 3 BORUVKA 16 3 20 18 14 2 200 NO NO 5 NO 38519469
126 138 3 NO DELAUNAY 11 QUADRANT YES YES 1 WALK 13 1 18 19 4 2 577 NO NO 6 NO 86870568
126 169 3 YES NEAREST-NEIGHBOR 1 NEAREST-NEIGHBOR NO YES 5 GREEDY 15 3 7 17 4 5 474 YES NO 4 NO 37028455
126 316 1 NO NEAREST-NEIGHBOR 0 QUADRANT NO NO 4 MOORE 18 2 8 12 4 2 834 YES NO 5 YES 42972835
126 159 0 YES NEAREST-NEIGHBOR 20 NEAREST-NEIGHBOR NO YES 1 MOORE 6 3 9 3 3 3 603 NO NO 3 NO 32688159
126 353 0 NO QUADRANT 1 QUADRANT NO YES 4 WALK 12 2 4 15 19 5 709 NO NO 2 YES 32881579
126 317 2 YES ALPHA 18 NEAREST-NEIGHBOR YES NO 4 QUICK-BORUVKA 18 2 11 17 13 5 124 YES NO 6 NO 45290709
126 111 4 NO ALPHA 14 QUADRANT NO YES 3 GREEDY 8 5 6 4 15 1 599 YES NO 5 NO 32678146
126 250 5 NO NEAREST-NEIGHBOR 18 QUADRANT YES NO 2 SIERPINSKI 12 1 11 15 6 3 435 YES NO 2 YES 42251440
126 142 4 YES QUADRANT 3 QUADRANT NO NO 1 NEAREST-NEIGHBOR 15 4 17 2 7 3 201 YES NO 3 YES 34884522
126 69 5 YES DELAUNAY 6 QUADRANT YES YES 1 BORUVKA 15 4 10 3 10 5 579 YES NO 5 YES 32659041
126 218 1 YES DELAUNAY 1 NEAREST-NEIGHBOR NO YES 3 WALK 5 3 12 18 11 2 889 NO NO 4 NO 81411333
126 143 4 YES QUADRANT 1 NEAREST-NEIGHBOR NO NO 3 SIERPINSKI 12 3 11 13 14 1 832 YES NO 6 YES 41458054
126 315 5 NO NEAREST-NEIGHBOR 20 QUADRANT NO NO 3 WALK 8 3 14 14 20 4 594 NO NO 4 NO 93602583
126 16 4 YES NEAREST-NEIGHBOR 1 NEAREST-NEIGHBOR YES NO 4 SIERPINSKI 14 2 4 20 16 1 713 NO NO 5 NO 42649093
126 73 2 NO DELAUNAY 16 NEAREST-NEIGHBOR YES YES 3 BORUVKA 19 5 16 16 11 3 945 NO NO 3 YES 39139901
126 39 0 YES ALPHA 18 NEAREST-NEIGHBOR NO YES 2 WALK 9 1 4 20 18 3 306 NO NO 0 NO 96146875
126 59 0 NO ALPHA 9 NEAREST-NEIGHBOR YES NO 1 WALK 12 2 15 3 20 3 422 YES NO 5 NO 33056426
126 369 2 NO NEAREST-NEIGHBOR 11 QUADRANT YES YES 4 SIERPINSKI 6 1 18 5 6 1 178 YES NO 2 NO 32990888
126 486 4 YES QUADRANT 10 QUADRANT YES YES 3 BORUVKA 17 5 15 3 5 3 459 YES NO 4 NO 32656852
126 166 0 NO ALPHA 18 QUADRANT NO NO 4 WALK 7 2 5 3 19 2 673 NO NO 6 NO 39677859
126 370 0 YES DELAUNAY 15 NEAREST-NEIGHBOR YES NO 1 BORUVKA 6 1 15 9 4 1 64 YES NO 6 YES 38559501
126 140 4 NO QUADRANT 5 QUADRANT NO YES 5 QUICK-BORUVKA 17 5 3 9 5 3 502 NO NO 5 NO 32656278
126 395 3 YES DELAUNAY 18 QUADRANT YES NO 4 BORUVKA 16 2 4 8 7 5 872 NO NO 4 YES 34879684
126 136 4 YES ALPHA 8 QUADRANT NO YES 5 BORUVKA 11 5 4 20 7 5 15 NO NO 5 NO 37589343
126 249 0 YES DELAUNAY 7 QUADRANT NO YES 3 BORUVKA 13 4 7 12 13 3 851 NO NO 6 NO 35020830
126 489 0 YES ALPHA 14 QUADRANT NO YES 2 MOORE 8 1 16 17 4 3 30 NO NO 2 NO 41942630
126 110 3 NO QUADRANT 15 QUADRANT NO YES 2 BORUVKA 10 5 9 5 19 3 30 NO NO 3 YES 32701436
126 361 1 YES QUADRANT 1 QUADRANT YES NO 3 GREEDY 17 5 9 18 2 4 831 NO NO 0 YES 37542251
126 80 2 YES QUADRANT 2 NEAREST-NEIGHBOR YES NO 2 GREEDY 7 3 10 17 11 5 256 NO NO 2 YES 37376163
126 50 4 YES ALPHA 20 NEAREST-NEIGHBOR YES NO 5 WALK 14 1 19 11 6 5 267 NO NO 5 YES 45256264
126 421 4 NO DELAUNAY 19 NEAREST-NEIGHBOR YES YES 2 BORUVKA 13 4 5 6 17 3 835 NO NO 3 YES 32832198
126 372 4 YES NEAREST-NEIGHBOR 2 NEAREST-NEIGHBOR YES NO 2 SIERPINSKI 18 2 14 12 18 2 134 YES NO 2 NO 42032179
126 275 5 YES NEAREST-NEIGHBOR 14 NEAREST-NEIGHBOR NO YES 1 GREEDY 18 4 13 18 15 1 428 YES NO 3 NO 37522844
126 189 5 NO DELAUNAY 4 NEAREST-NEIGHBOR YES NO 1 BORUVKA 7 1 10 10 4 3 156 NO NO 2 NO 37998985
126 278 0 NO DELAUNAY 15 QUADRANT YES YES 2 MOORE 8 1 13 11 20 4 120 YES NO 3 YES 40335123
126 263 1 NO QUADRANT 19 NEAREST-NEIGHBOR YES YES 1 GREEDY 14 3 6 8 18 4 426 YES NO 4 NO 35504609
126 419 5 YES NEAREST-NEIGHBOR 15 NEAREST-NEIGHBOR NO YES 3 SIERPINSKI 4 4 10 20 6 4 567 YES NO 4 YES 42495284
126 494 3 NO QUADRANT 11 NEAREST-NEIGHBOR NO NO 3 NEAREST-NEIGHBOR 9 3 16 9 5 4 847 NO NO 6 NO 38681719
126 474 3 NO NEAREST-NEIGHBOR 11 QUADRANT YES NO 4 NEAREST-NEIGHBOR 14 5 3 7 15 4 822 NO NO 0 YES 36934817
126 156 0 NO QUADRANT 5 QUADRANT YES NO 2 BORUVKA 10 1 4 6 20 4 944 YES NO 0 NO 33093830
126 23 4 YES NEAREST-NEIGHBOR 15 NEAREST-NEIGHBOR NO YES 4 GREEDY 11 3 15 8 8 3 956 NO NO 2 YES 33779524
126 370 4 NO ALPHA 15 QUADRANT YES YES 1 SIERPINSKI 9 3 3 15 11 1 349 YES NO 0 YES 42199545
126 32 0 YES NEAREST-NEIGHBOR 8 QUADRANT YES NO 2 QUICK-BORUVKA 11 1 20 11 17 3 821 YES NO 4 NO 35223257
126 496 3 NO QUADRANT 12 QUADRANT YES YES 5 MOORE 13 1 8 12 12 2 615 NO NO 3 YES 41714095
126 322 2 YES DELAUNAY 9 QUADRANT YES NO 1 QUICK-BORUVKA 17 2 6 9 8 3 640 NO NO 5 NO 34162280
126 47 4 YES ALPHA 2 NEAREST-NEIGHBOR NO YES 4 BORUVKA 19 5 10 5 17 2 387 YES NO 6 YES 32661300
126 58 0 NO NEAREST-NEIGHBOR 16 NEAREST-NEIGHBOR YES YES 1 SIERPINSKI 12 5 15 13 9 4 861 NO NO 0 YES 42012731
126 255 5 NO QUADRANT 19 NEAREST-NEIGHBOR YES NO 1 MOORE 12 5 13 16 11 2 530 YES NO 3 NO 43556974
126 460 3 YES QUADRANT 8 QUADRANT NO NO 3 GREEDY 10 4 10 7 16 3 56 NO NO 6 YES 34614291
126 390 3 NO ALPHA 20 QUADRANT YES NO 3 QUICK-BORUVKA 8 3 3 14 9 2 80 NO NO 4 NO 40550582
126 305 3 YES NEAREST-NEIGHBOR 17 QUADRANT NO YES 3 NEAREST-NEIGHBOR 11 1 12 20 8 3 72 YES NO 3 YES 41126731
126 311 2 YES QUADRANT 5 QUADRANT NO YES 4 QUICK-BORUVKA 18 4 12 4 14 3 72 NO NO 4 YES 32749352
126 458 3 NO QUADRANT 18 NEAREST-NEIGHBOR YES YES 3 MOORE 8 5 10 8 9 2 904 NO NO 0 NO 34133247
126 54 1 YES NEAREST-NEIGHBOR 9 QUADRANT YES NO 4 WALK 13 3 4 8 14 1 832 NO NO 4 NO 88090365
126 157 4 NO QUADRANT 6 QUADRANT NO NO 2 MOORE 20 4 14 8 7 5 467 YES NO 6 NO 42656606
126 318 0 NO DELAUNAY 11 NEAREST-NEIGHBOR NO NO 5 QUICK-BORUVKA 5 1 4 20 15 2 195 NO NO 6 YES 41959341
126 22 1 NO DELAUNAY 12 QUADRANT YES NO 1 GREEDY 12 2 19 12 13 4 919 NO NO 0 NO 37462148
126 424 5 YES ALPHA 12 NEAREST-NEIGHBOR YES NO 3 WALK 20 5 6 8 12 3 825 YES NO 6 YES 39937105
126 493 5 YES ALPHA 2 NEAREST-NEIGHBOR NO YES 5 WALK 9 1 20 16 15 5 642 NO NO 3 NO 64259839
126 198 4 NO QUADRANT 7 NEAREST-NEIGHBOR NO YES 4 GREEDY 18 4 10 12 16 3 202 YES NO 2 NO 37461421
126 106 2 YES NEAREST-NEIGHBOR 3 QUADRANT YES YES 5 WALK 18 5 19 6 13 3 331 NO NO 5 YES 33379411
126 478 2 NO DELAUNAY 17 QUADRANT YES NO 2 QUICK-BORUVKA 8 4 12 17 9 1 254 YES NO 6 YES 46387502
126 136 2 NO QUADRANT 1 QUADRANT NO NO 2 QUICK-BORUVKA 5 5 7 5 13 2 411 NO NO 3 NO 32765072
126 143 4 YES DELAUNAY 8 QUADRANT NO NO 3 WALK 19 4 9 9 9 1 91 NO NO 2 YES 60723588
126 91 1 YES DELAUNAY 10 QUADRANT YES YES 1 WALK 20 5 14 6 6 2 779 YES NO 6 NO 33744335
127 455 2 NO NEAREST-NEIGHBOR 4 QUADRANT NO YES 1 WALK 17 2 5 10 5 2 792 NO NO 4 NO 39361567
127 255 0 NO QUADRANT 5 QUADRANT YES YES 5 GREEDY 4 3 12 14 20 5 986 NO NO 5 YES 37073743
127 333 4 YES DELAUNAY 3 NEAREST-NEIGHBOR YES NO 3 WALK 19 3 19 7 18 1 784 YES NO 5 YES 36665816
127 69 5 NO QUADRANT 6 NEAREST-NEIGHBOR YES NO 2 GREEDY 4 3 14 13 10 1 331 NO NO 0 YES 37114543
127 93 1 YES QUADRANT 1 NEAREST-NEIGHBOR YES NO 4 QUICK-BORUVKA 14 1 20 3 16 4 480 NO NO 6 YES 38126178
127 54 3 NO QUADRANT 19 QUADRANT YES NO 4 BORUVKA 4 3 5 17 9 5 853 YES NO 6 YES 37570842
127 205 5 NO NEAREST-NEIGHBOR 7 QUADRANT YES YES 4 GREEDY 16 4 19 3 15 2 562 NO NO 6 NO 34173427
127 432 3 YES DELAUNAY 4 NEAREST-NEIGHBOR YES NO 3 QUICK-BORUVKA 9 1 7 2 17 1 152 YES NO 5 NO 32375507
127 26 5 NO ALPHA 3 NEAREST-NEIGHBOR NO NO 4 GREEDY 18 2 14 8 20 4 398 NO NO 5 NO 36190807
127 58 1 YES NEAREST-NEIGHBOR 18 QUADRANT NO NO 1 NEAREST-NEIGHBOR 6 3 19 15 6 4 833 NO NO 0 YES 41559884
127 434 2 NO ALPHA 4 NEAREST-NEIGHBOR YES NO 2 BORUVKA 20 3 19 9 15 3 904 NO NO 4 NO 36714123
127 37 2 YES QUADRANT 2 QUADRANT YES NO 5 SIERPINSKI 13 1 9 4 8 4 88 YES NO 0 NO 33881547
127 71 1 NO ALPHA 0 QUADRANT YES YES 3 MOORE 17 5 11 6 17 1 413 YES NO 0 NO 33097933
127 28 5 NO DELAUNAY 2 NEAREST-NEIGHBOR YES YES 5 SIERPINSKI 7 1 20 13 11 2 941 NO NO 3 NO 41601291
127 39 2 NO ALPHA 1 QUADRANT NO YES 2 WALK 4 4 18 8 4 4 525 YES NO 3 YES 32354502
127 406 1 NO QUADRANT 8 NEAREST-NEIGHBOR NO NO 2 SIERPINSKI 16 1 13 14 12 1 383 YES NO 5 YES 42004742
127 334 3 NO ALPHA 7 NEAREST-NEIGHBOR YES NO 2 SIERPINSKI 14 1 15 16 16 2 79 NO NO 6 YES 41568139
127 283 4 YES QUADRANT 11 NEAREST-NEIGHBOR NO YES 1 GREEDY 6 1 12 4 20 3 301 YES NO 6 NO 34428547
127 216 1 YES ALPHA 4 QUADRANT NO NO 1 GREEDY 16 1 9 14 2 2 141 YES NO 2 NO 36219624
127 28 3 YES DELAUNAY 1 NEAREST-NEIGHBOR YES NO 5 SIERPINSKI 9 2 13 11 3 2 95 YES NO 0 YES 41533079
127 355 2 YES ALPHA 8 QUADRANT YES NO 2 QUICK-BORUVKA 6 3 8 16 19 2 257 YES NO 3 YES 43966175
127 370 0 NO ALPHA 8 NEAREST-NEIGHBOR NO YES 4 GREEDY 6 2 14 20 18 1 251 NO NO 0 YES 36973320
127 358 5 YES NEAREST-NEIGHBOR 18 NEAREST-NEIGHBOR NO NO 2 GREEDY 20 4 6 19 16 5 737 YES NO 2 YES 36444588
127 274 5 NO ALPHA 3 NEAREST-NEIGHBOR YES YES 2 WALK 8 5 18 7 18 5 635 NO NO 5 YES 32571627
127 148 2 YES DELAUNAY 8 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 7 1 18 19 6 4 815 NO NO 0 NO 42204357
127 223 5 YES NEAREST-NEIGHBOR 17 NEAREST-NEIGHBOR NO YES 4 QUICK-BORUVKA 5 2 3 18 6 5 565 NO NO 5 NO 38218254
127 258 1 YES QUADRANT 10 QUADRANT NO YES 4 NEAREST-NEIGHBOR 11 1 5 11 16 4 575 NO NO 2 YES 35324875
127 109 2 YES DELAUNAY 17 QUADRANT YES NO 4 NEAREST-NEIGHBOR 17 3 3 10 13 3 660 NO NO 5 NO 34707779
127 92 4 YES ALPHA 19 NEAREST-NEIGHBOR YES YES 5 MOORE 16 4 10 10 2 5 155 NO NO 6 YES 42159578
127 126 2 NO QUADRANT 15 QUADRANT NO NO 5 SIERPINSKI 17 1 6 19 13 4 982 NO NO 3 YES 42103941
127 434 2 NO DELAUNAY 9 NEAREST-NEIGHBOR NO YES 1 NEAREST-NEIGHBOR 14 4 13 5 13 3 110 NO NO 6 YES 32838045
127 298 0 NO QUADRANT 16 QUADRANT NO NO 2 MOORE 17 3 3 6 4 4 795 NO NO 5 NO 41560542
127 462 3 YES DELAUNAY 9 QUADRANT NO NO 4 QUICK-BORUVKA 14 4 12 9 16 4 473 YES NO 2 YES 36955338
127 153 5 YES ALPHA 5 NEAREST-NEIGHBOR YES YES 1 QUICK-BORUVKA 14 4 7 2 7 1 373 YES NO 2 YES 32265449
127 363 1 NO QUADRANT 17 NEAREST-NEIGHBOR YES NO 2 QUICK-BORUVKA 17 3 13 11 9 1 55 YES NO 4 YES 38714997
127 82 2 YES QUADRANT 9 QUADRANT NO YES 1 BORUVKA 16 3 11 18 7 3 693 NO NO 4 YES 37522328
127 404 4 YES QUADRANT 6 QUADRANT YES NO 5 SIERPINSKI 20 4 3 15 20 3 257 YES NO 5 YES 39822905
127 225 2 NO NEAREST-NEIGHBOR 9 QUADRANT NO YES 1 GREEDY 19 1 8 12 6 2 177 YES NO 2 NO 37332498
127 464 3 YES DELAUNAY 3 QUADRANT YES YES 4 SIERPINSKI 10 4 17 10 2 3 368 YES NO 3 YES 33735293
127 455 3 YES NEAREST-NEIGHBOR 13 QUADRANT YES YES 4 MOORE 15 4 7 12 17 1 966 NO NO 6 YES 42972011
127 108 5 YES NEAREST-NEIGHBOR 19 NEAREST-NEIGHBOR YES YES 5 NEAREST-NEIGHBOR 14 5 10 5 4 4 302 NO NO 5 NO 32816575
127 210 1 YES ALPHA 10 NEAREST-NEIGHBOR YES YES 1 MOORE 8 4 19 10 15 2 298 YES NO 3 NO 41139837
127 272 4 NO QUADRANT 7 QUADRANT YES YES 1 SIERPINSKI 15 5 17 18 2 2 820 NO NO 0 NO 42201460
127 472 4 NO NEAREST-NEIGHBOR 6 NEAREST-NEIGHBOR NO YES 3 MOORE 19 4 19 7 15 1 568 YES NO 4 YES 32263871
127 447 5 NO NEAREST-NEIGHBOR 6 NEAREST-NEIGHBOR YES NO 3 GREEDY 10 5 17 3 17 1 263 NO NO 3 NO 33049109
127 338 4 YES ALPHA 11 NEAREST-NEIGHBOR NO NO 2 QUICK-BORUVKA 5 4 15 2 19 1 58 YES NO 0 YES 32608254
127 345 0 NO ALPHA 1 QUADRANT NO NO 5 NEAREST-NEIGHBOR 5 5 16 2 13 2 531 NO NO 3 YES 32341074
127 153 5 YES NEAREST-NEIGHBOR 15 QUADRANT NO NO 5 BORUVKA 6 5 7 20 13 3 789 NO NO 0 YES 37811186
127 187 2 NO DELAUNAY 2 QUADRANT YES NO 4 BORUVKA 11 3 4 9 3 3 281 NO NO 6 NO 33089206
127 487 4 YES DELAUNAY 12 NEAREST-NEIGHBOR YES NO 2 QUICK-BORUVKA 12 4 18 8 6 3 926 YES NO 0 YES 42851801
127 61 1 YES QUADRANT 3 QUADRANT YES NO 2 WALK 19 3 6 14 19 1 307 NO NO 5 YES 131517269
127 235 5 NO NEAREST-NEIGHBOR 9 QUADRANT NO YES 4 QUICK-BORUVKA 10 2 6 10 6 5 278 YES NO 3 NO 36300738
127 289 3 YES DELAUNAY 19 NEAREST-NEIGHBOR NO NO 2 SIERPINSKI 20 5 13 17 7 4 872 YES NO 6 NO 41967924
127 282 1 YES ALPHA 1 QUADRANT YES YES 1 WALK 17 4 7 19 11 3 603 YES NO 0 NO 80897565
127 424 2 NO DELAUNAY 18 QUADRANT NO YES 4 SIERPINSKI 11 1 12 15 10 1 207 YES NO 0 NO 42178137
127 238 0 NO QUADRANT 12 QUADRANT NO NO 3 WALK 14 3 3 19 14 4 991 NO NO 0 YES 102542297
127 180 1 NO QUADRANT 9 NEAREST-NEIGHBOR YES NO 5 WALK 5 4 13 7 15 4 553 YES NO 5 NO 38340899
127 398 1 YES NEAREST-NEIGHBOR 10 QUADRANT NO YES 3 MOORE 12 2 5 9 18 4 577 YES NO 5 YES 33479322
127 160 4 YES QUADRANT 13 NEAREST-NEIGHBOR NO YES 1 BORUVKA 12 5 6 14 10 2 420 YES NO 3 NO 37498091
127 186 2 YES DELAUNAY 17 QUADRANT YES YES 5 SIERPINSKI 8 5 19 15 3 2 465 NO NO 3 YES 41685745
127 373 4 YES ALPHA 5 NEAREST-NEIGHBOR NO NO 5 GREEDY 18 3 12 17 7 3 762 NO NO 2 YES 36582735
127 280 5 YES QUADRANT 16 NEAREST-NEIGHBOR YES YES 5 NEAREST-NEIGHBOR 7 2 15 8 15 5 956 NO NO 4 NO 37928067
127 259 2 NO QUADRANT 4 QUADRANT YES YES 5 SIERPINSKI 12 1 7 14 15 4 23 NO NO 2 YES 40518881
127 273 0 YES NEAREST-NEIGHBOR 9 QUADRANT NO YES 2 NEAREST-NEIGHBOR 9 4 4 17 5 2 492 NO NO 6 NO 42863044
127 353 0 NO ALPHA 5 NEAREST-NEIGHBOR NO NO 1 BORUVKA 8 3 13 11 19 4 776 YES NO 2 YES 36897251
127 382 0 YES NEAREST-NEIGHBOR 4 QUADRANT NO NO 1 GREEDY 5 2 4 11 6 2 758 YES NO 6 YES 33793117
127 255 1 NO NEAREST-NEIGHBOR 4 NEAREST-NEIGHBOR YES YES 5 MOORE 16 3 14 2 2 1 387 NO NO 2 NO 32466498
127 281 2 YES DELAUNAY 12 QUADRANT NO NO 3 GREEDY 18 1 8 15 7 5 941 YES NO 0 NO 37876914
127 53 1 YES NEAREST-NEIGHBOR 3 NEAREST-NEIGHBOR NO YES 4 WALK 20 4 15 10 7 1 994 YES NO 0 YES 122307116
127 59 2 YES NEAREST-NEIGHBOR 2 QUADRANT NO NO 5 QUICK-BORUVKA 16 3 18 7 13 4 647 YES NO 3 YES 34442723
127 154 5 NO QUADRANT 15 QUADRANT YES YES 4 BORUVKA 15 2 13 13 8 1 335 YES NO 2 YES 38055518
127 78 4 YES DELAUNAY 3 QUADRANT NO NO 1 BORUVKA 7 2 10 8 7 1 31 NO NO 2 NO 35952833
127 396 2 NO QUADRANT 15 NEAREST-NEIGHBOR YES NO 2 NEAREST-NEIGHBOR 17 4 6 3 18 3 329 NO NO 6 NO 37417734
127 173 1 NO DELAUNAY 8 QUADRANT YES NO 5 BORUVKA 20 3 6 13 2 2 668 YES NO 3 YES 38068982
127 215 0 YES DELAUNAY 20 NEAREST-NEIGHBOR YES YES 3 WALK 6 3 19 4 8 2 235 YES NO 3 YES 32164387
127 125 4 YES DELAUNAY 5 NEAREST-NEIGHBOR NO NO 4 WALK 12 4 20 17 13 2 61 NO NO 4 NO 81700261
127 447 5 YES DELAUNAY 9 NEAREST-NEIGHBOR YES YES 2 GREEDY 8 5 19 15 12 3 577 YES NO 0 NO 37826338
127 325 5 NO NEAREST-NEIGHBOR 15 QUADRANT NO YES 1 BORUVKA 14 5 18 2 11 4 724 YES NO 4 YES 32237692
127 286 0 NO DELAUNAY 18 NEAREST-NEIGHBOR YES YES 3 WALK 4 5 20 7 5 2 560 NO NO 6 YES 32813788
127 143 3 NO ALPHA 3 QUADRANT NO NO 4 BORUVKA 13 3 5 19 6 5 266 YES NO 2 NO 37053714
127 206 4 YES QUADRANT 8 QUADRANT YES NO 2 SIERPINSKI 14 5 10 20 4 3 153 NO NO 4 YES 41772733
127 437 4 YES QUADRANT 4 NEAREST-NEIGHBOR YES YES 5 MOORE 19 1 9 5 18 4 980 NO NO 5 YES 32229105
127 256 3 YES ALPHA 16 QUADRANT NO NO 4 QUICK-BORUVKA 11 3 3 5 6 4 967 YES NO 5 NO 33988692
127 27 4 NO NEAREST-NEIGHBOR 17 NEAREST-NEIGHBOR YES YES 4 SIERPINSKI 16 3 20 12 7 1 958 YES NO 4 NO 41983924
127 143 5 YES NEAREST-NEIGHBOR 1 QUADRANT NO NO 3 NEAREST-NEIGHBOR 7 1 10 11 4 2 468 NO NO 3 NO 35146509
127 49 0 NO ALPHA 2 NEAREST-NEIGHBOR YES YES 5 WALK 7 1 11 18 13 1 691 YES NO 2 NO 89121572
127 183 0 NO QUADRANT 4 NEAREST-NEIGHBOR NO NO 2 GREEDY 9 5 15 10 2 3 664 NO NO 2 NO 36574364
127 21 1 YES DELAUNAY 12 NEAREST-NEIGHBOR YES NO 3 QUICK-BORUVKA 6 5 14 12 13 4 190 YES NO 0 NO 43025936
127 429 2 NO QUADRANT 17 NEAREST-NEIGHBOR NO NO 2 NEAREST-NEIGHBOR 16 4 15 2 9 2 171 NO NO 2 NO 32412360
127 351 1 YES DELAUNAY 20 QUADRANT YES NO 3 QUICK-BORUVKA 19 4 9 3 14 2 538 YES NO 3 YES 34310731
127 166 3 YES ALPHA 12 NEAREST-NEIGHBOR NO YES 4 NEAREST-NEIGHBOR 9 2 7 12 11 1 182 YES NO 0 YES 42626192
127 163 5 YES ALPHA 1 NEAREST-NEIGHBOR NO NO 4 QUICK-BORUVKA 17 5 9 7 9 2 911 NO NO 4 YES 35742815
127 321 0 YES ALPHA 8 QUADRANT YES YES 1 NEAREST-NEIGHBOR 16 3 15 5 16 5 380 NO NO 0 NO 32275413
127 70 0 YES DELAUNAY 7 QUADRANT YES NO 1 QUICK-BORUVKA 5 4 13 17 8 3 66 NO NO 6 YES 42266059
127 132 1 YES NEAREST-NEIGHBOR 3 QUADRANT NO YES 1 MOORE 5 5 17 4 9 5 795 YES NO 2 NO 32453587
127 78 3 YES QUADRANT 14 QUADRANT NO NO 1 NEAREST-NEIGHBOR 14 3 9 16 4 4 761 YES NO 4 NO 41232984
127 74 5 NO QUADRANT 13 QUADRANT NO NO 4 SIERPINSKI 19 5 6 17 5 3 430 NO NO 4 NO 41885250
127 237 1 NO ALPHA 14 QUADRANT YES NO 2 QUICK-BORUVKA 5 3 3 6 12 3 335 NO NO 4 NO 35656133
127 443 1 YES QUADRANT 5 QUADRANT YES NO 3 BORUVKA 6 2 8 7 20 4 763 YES NO 5 NO 33681717
127 352 4 YES ALPHA 17 NEAREST-NEIGHBOR YES YES 1 GREEDY 10 2 18 10 19 4 794 NO NO 3 YES 35995984
127 169 0 NO DELAUNAY 8 NEAREST-NEIGHBOR YES YES 4 WALK 7 2 20 8 7 5 327 NO NO 0 NO 33472576
127 129 4 NO NEAREST-NEIGHBOR 17 NEAREST-NEIGHBOR YES YES 5 GREEDY 10 4 9 14 10 3 230 YES NO 0 YES 37122547
127 359 4 NO QUADRANT 9 NEAREST-NEIGHBOR NO YES 1 BORUVKA 16 5 16 11 8 1 463 YES NO 3 YES 37442212
127 289 4 NO ALPHA 12 NEAREST-NEIGHBOR NO NO 3 MOORE 4 3 17 3 14 2 467 YES NO 4 NO 32730059
127 128 2 NO NEAREST-NEIGHBOR 10 QUADRANT YES YES 5 NEAREST-NEIGHBOR 14 3 7 20 11 1 183 YES NO 3 NO 42645006
127 293 1 YES DELAUNAY 16 QUADRANT YES NO 5 MOORE 13 3 10 13 17 3 247 NO NO 6 NO 43326106
127 342 0 YES DELAUNAY 4 NEAREST-NEIGHBOR NO YES 4 BORUVKA 10 3 8 16 10 3 745 YES NO 4 YES 36495025
127 338 0 NO ALPHA 12 NEAREST-NEIGHBOR YES NO 4 MOORE 11 1 9 9 10 4 109 YES NO 6 YES 42078150
127 159 1 NO NEAREST-NEIGHBOR 3 NEAREST-NEIGHBOR YES NO 5 BORUVKA 17 1 7 2 4 4 400 YES NO 0 YES 32532198
127 345 2 YES QUADRANT 6 QUADRANT NO YES 5 BORUVKA 10 4 17 10 7 1 518 NO NO 4 NO 37599831
127 38 2 NO DELAUNAY 17 NEAREST-NEIGHBOR YES NO 1 WALK 18 2 17 20 13 5 216 NO NO 2 YES 83024223
127 22 0 NO ALPHA 9 QUADRANT YES YES 5 NEAREST-NEIGHBOR 12 4 19 5 15 5 884 NO NO 0 YES 32209785
127 267 1 NO QUADRANT 17 QUADRANT YES YES 3 QUICK-BORUVKA 15 1 3 18 7 5 527 NO NO 2 NO 51867297
127 119 1 YES NEAREST-NEIGHBOR 5 QUADRANT NO YES 4 SIERPINSKI 16 1 11 8 6 1 565 YES NO 3 YES 39804723
127 266 3 YES NEAREST-NEIGHBOR 20 QUADRANT YES NO 2 GREEDY 14 2 15 2 3 3 121 NO NO 6 NO 36847919
127 22 4 YES DELAUNAY 19 NEAREST-NEIGHBOR YES NO 2 WALK 11 4 4 5 8 4 511 YES NO 3 YES 35089198
127 116 2 YES ALPHA 8 QUADRANT NO YES 4 WALK 8 1 10 6 16 5 509 YES NO 3 YES 32282418
127 491 1 NO NEAREST-NEIGHBOR 4 NEAREST-NEIGHBOR YES YES 1 SIERPINSKI 11 2 10 8 11 3 115 YES NO 5 YES 33375318
127 12 0 YES NEAREST-NEIGHBOR 4 NEAREST-NEIGHBOR NO YES 1 BORUVKA 9 3 15 13 4 3 220 NO NO 2 YES 37445215
127 53 1 NO ALPHA 15 NEAREST-NEIGHBOR YES YES 4 BORUVKA 17 1 19 7 7 4 531 YES NO 4 NO 34441078
